,period,respondent,respondent-name,type,type-name,timezone,timezone-description,value,value-units
1526,2024-08-31,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1406921,megawatthours
1527,2024-08-31,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1433022,megawatthours
1528,2024-08-31,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1434503,megawatthours
1529,2024-08-31,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1435639,megawatthours
1530,2024-08-31,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1433873,megawatthours
1531,2024-08-31,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1433022,megawatthours
1532,2024-08-31,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,783,megawatthours
1533,2024-08-31,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,1107,megawatthours
1534,2024-08-31,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,1803,megawatthours
1535,2024-08-31,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,1087,megawatthours
1536,2024-08-31,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,783,megawatthours
1537,2024-08-30,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1455268,megawatthours
1538,2024-08-30,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1454619,megawatthours
1539,2024-08-30,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1454870,megawatthours
1540,2024-08-30,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1454846,megawatthours
1541,2024-08-30,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1455268,megawatthours
1542,2024-08-30,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1459551,megawatthours
1543,2024-08-30,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1460003,megawatthours
1544,2024-08-30,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1460185,megawatthours
1545,2024-08-30,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1459819,megawatthours
1546,2024-08-30,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1459551,megawatthours
1547,2024-08-30,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1458012,megawatthours
1548,2024-08-30,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1457992,megawatthours
1549,2024-08-30,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1458269,megawatthours
1550,2024-08-30,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1457974,megawatthours
1551,2024-08-30,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1458012,megawatthours
1552,2024-08-30,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,2754,megawatthours
1553,2024-08-30,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,3381,megawatthours
1554,2024-08-30,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,3406,megawatthours
1555,2024-08-30,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,3137,megawatthours
1556,2024-08-30,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,2754,megawatthours
1557,2024-08-29,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1467453,megawatthours
1558,2024-08-29,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1466699,megawatthours
1559,2024-08-29,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1466448,megawatthours
1560,2024-08-29,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1467123,megawatthours
1561,2024-08-29,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1467453,megawatthours
1562,2024-08-29,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1474330,megawatthours
1563,2024-08-29,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1476613,megawatthours
1564,2024-08-29,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1478503,megawatthours
1565,2024-08-29,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1475432,megawatthours
1566,2024-08-29,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1474330,megawatthours
1567,2024-08-29,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1469569,megawatthours
1568,2024-08-29,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1468325,megawatthours
1569,2024-08-29,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1467858,megawatthours
1570,2024-08-29,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1468964,megawatthours
1571,2024-08-29,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1469569,megawatthours
1572,2024-08-29,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,2120,megawatthours
1573,2024-08-29,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,1629,megawatthours
1574,2024-08-29,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,1412,megawatthours
1575,2024-08-29,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,1845,megawatthours
1576,2024-08-29,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,2120,megawatthours
1577,2024-08-28,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1493879,megawatthours
1578,2024-08-28,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1493083,megawatthours
1579,2024-08-28,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1492346,megawatthours
1580,2024-08-28,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1493540,megawatthours
1581,2024-08-28,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1493879,megawatthours
1582,2024-08-28,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1519630,megawatthours
1583,2024-08-28,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1520966,megawatthours
1584,2024-08-28,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1521349,megawatthours
1585,2024-08-28,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1520209,megawatthours
1586,2024-08-28,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1519630,megawatthours
1587,2024-08-28,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1497119,megawatthours
1588,2024-08-28,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1497560,megawatthours
1589,2024-08-28,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1496999,megawatthours
1590,2024-08-28,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1497380,megawatthours
1591,2024-08-28,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1497119,megawatthours
1592,2024-08-28,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,3239,megawatthours
1593,2024-08-28,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,4476,megawatthours
1594,2024-08-28,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,4654,megawatthours
1595,2024-08-28,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,3839,megawatthours
1596,2024-08-28,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,3239,megawatthours
1597,2024-08-27,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1485914,megawatthours
1598,2024-08-27,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1487933,megawatthours
1599,2024-08-27,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1488646,megawatthours
1600,2024-08-27,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1486946,megawatthours
1601,2024-08-27,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1485914,megawatthours
1602,2024-08-27,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1530311,megawatthours
1603,2024-08-27,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1530717,megawatthours
1604,2024-08-27,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1529441,megawatthours
1605,2024-08-27,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1530561,megawatthours
1606,2024-08-27,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1530311,megawatthours
1607,2024-08-27,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1491037,megawatthours
1608,2024-08-27,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1492334,megawatthours
1609,2024-08-27,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1492852,megawatthours
1610,2024-08-27,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1491620,megawatthours
1611,2024-08-27,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1491037,megawatthours
1612,2024-08-27,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,5124,megawatthours
1613,2024-08-27,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,4401,megawatthours
1614,2024-08-27,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,4204,megawatthours
1615,2024-08-27,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,4674,megawatthours
1616,2024-08-27,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,5124,megawatthours
1617,2024-08-26,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1514508,megawatthours
1618,2024-08-26,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1520365,megawatthours
1619,2024-08-26,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1524442,megawatthours
1620,2024-08-26,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1517266,megawatthours
1621,2024-08-26,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1514508,megawatthours
1622,2024-08-26,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1548429,megawatthours
1623,2024-08-26,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1554124,megawatthours
1624,2024-08-26,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1557950,megawatthours
1625,2024-08-26,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1551183,megawatthours
1626,2024-08-26,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1548429,megawatthours
1627,2024-08-26,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1515321,megawatthours
1628,2024-08-26,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1520840,megawatthours
1629,2024-08-26,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1524730,megawatthours
1630,2024-08-26,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1517970,megawatthours
1631,2024-08-26,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1515321,megawatthours
1632,2024-08-26,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,815,megawatthours
1633,2024-08-26,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,482,megawatthours
1634,2024-08-26,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,297,megawatthours
1635,2024-08-26,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,709,megawatthours
1636,2024-08-26,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,815,megawatthours
1637,2024-08-25,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1545336,megawatthours
1638,2024-08-25,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1547176,megawatthours
1639,2024-08-25,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1547763,megawatthours
1640,2024-08-25,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1546265,megawatthours
1641,2024-08-25,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1545336,megawatthours
1642,2024-08-25,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1568963,megawatthours
1643,2024-08-25,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1571790,megawatthours
1644,2024-08-25,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1572727,megawatthours
1645,2024-08-25,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1570322,megawatthours
1646,2024-08-25,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1568963,megawatthours
1647,2024-08-25,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1543206,megawatthours
1648,2024-08-25,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1544899,megawatthours
1649,2024-08-25,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1545443,megawatthours
1650,2024-08-25,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1544102,megawatthours
1651,2024-08-25,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1543206,megawatthours
1652,2024-08-25,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,-2121,megawatthours
1653,2024-08-25,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,-2273,megawatthours
1654,2024-08-25,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,-2317,megawatthours
1655,2024-08-25,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,-2156,megawatthours
1656,2024-08-25,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,-2121,megawatthours
1657,2024-08-24,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1575894,megawatthours
1658,2024-08-24,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1577824,megawatthours
1659,2024-08-24,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1579393,megawatthours
1660,2024-08-24,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1576715,megawatthours
1661,2024-08-24,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1575894,megawatthours
1662,2024-08-24,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1589762,megawatthours
1663,2024-08-24,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1592596,megawatthours
1664,2024-08-24,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1594217,megawatthours
1665,2024-08-24,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1591106,megawatthours
1666,2024-08-24,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1589762,megawatthours
1667,2024-08-24,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1573704,megawatthours
1668,2024-08-24,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1575662,megawatthours
1669,2024-08-24,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1577328,megawatthours
1670,2024-08-24,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1574521,megawatthours
1671,2024-08-24,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1573704,megawatthours
1672,2024-08-24,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,-2187,megawatthours
1673,2024-08-24,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,-2159,megawatthours
1674,2024-08-24,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,-2062,megawatthours
1675,2024-08-24,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,-2191,megawatthours
1676,2024-08-24,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,-2187,megawatthours
1677,2024-08-23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1680933,megawatthours
1678,2024-08-23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1691391,megawatthours
1679,2024-08-23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1696677,megawatthours
1680,2024-08-23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1685948,megawatthours
1681,2024-08-23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1680933,megawatthours
1682,2024-08-23,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1662583,megawatthours
1683,2024-08-23,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1667077,megawatthours
1684,2024-08-23,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1668219,megawatthours
1685,2024-08-23,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1664825,megawatthours
1686,2024-08-23,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1662583,megawatthours
1687,2024-08-23,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1675965,megawatthours
1688,2024-08-23,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1686605,megawatthours
1689,2024-08-23,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1692044,megawatthours
1690,2024-08-23,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1681137,megawatthours
1691,2024-08-23,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1675965,megawatthours
1692,2024-08-23,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,-4970,megawatthours
1693,2024-08-23,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,-4788,megawatthours
1694,2024-08-23,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,-4635,megawatthours
1695,2024-08-23,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,-4814,megawatthours
1696,2024-08-23,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,-4970,megawatthours
1697,2024-08-22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1703054,megawatthours
1698,2024-08-22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1701086,megawatthours
1699,2024-08-22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1699831,megawatthours
1700,2024-08-22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1702277,megawatthours
1701,2024-08-22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1703054,megawatthours
1702,2024-08-22,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1666130,megawatthours
1703,2024-08-22,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1663802,megawatthours
1704,2024-08-22,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1663987,megawatthours
1705,2024-08-22,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1665048,megawatthours
1706,2024-08-22,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1666130,megawatthours
1707,2024-08-22,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1699353,megawatthours
1708,2024-08-22,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1697158,megawatthours
1709,2024-08-22,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1695634,megawatthours
1710,2024-08-22,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1698341,megawatthours
1711,2024-08-22,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1699353,megawatthours
1712,2024-08-22,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,-3704,megawatthours
1713,2024-08-22,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,-3929,megawatthours
1714,2024-08-22,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,-4197,megawatthours
1715,2024-08-22,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,-3937,megawatthours
1716,2024-08-22,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,-3704,megawatthours
1717,2024-08-21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1687633,megawatthours
1718,2024-08-21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1687940,megawatthours
1719,2024-08-21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1688190,megawatthours
1720,2024-08-21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1687657,megawatthours
1721,2024-08-21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1687633,megawatthours
1722,2024-08-21,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1675309,megawatthours
1723,2024-08-21,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1677254,megawatthours
1724,2024-08-21,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1679354,megawatthours
1725,2024-08-21,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1676119,megawatthours
1726,2024-08-21,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1675309,megawatthours
1727,2024-08-21,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1681493,megawatthours
1728,2024-08-21,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1681728,megawatthours
1729,2024-08-21,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1682045,megawatthours
1730,2024-08-21,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1681475,megawatthours
1731,2024-08-21,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1681493,megawatthours
1732,2024-08-21,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,-6141,megawatthours
1733,2024-08-21,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,-6214,megawatthours
1734,2024-08-21,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,-6152,megawatthours
1735,2024-08-21,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,-6184,megawatthours
1736,2024-08-21,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,-6141,megawatthours
1737,2024-08-20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1692364,megawatthours
1738,2024-08-20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1689909,megawatthours
1739,2024-08-20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1688446,megawatthours
1740,2024-08-20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1691510,megawatthours
1741,2024-08-20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1692364,megawatthours
1742,2024-08-20,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1699785,megawatthours
1743,2024-08-20,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1699320,megawatthours
1744,2024-08-20,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1697627,megawatthours
