,period,stateId,stateDescription,producertypeid,producerTypeDescription,energysourceid,energySourceDescription,capability,capability-units
741,2023,MT,Montana,TOT,All sectors,ALL,All,6697.9,megawatts
742,2023,MT,Montana,TOT,All sectors,COL,Coal,1626.5,megawatts
743,2023,MT,Montana,TOT,All sectors,HYC,Hydroelectric,2825,megawatts
744,2023,MT,Montana,TOT,All sectors,NG,Natural Gas,388,megawatts
745,2023,MT,Montana,TOT,All sectors,NGGT,Natural Gas - GT,315.8,megawatts
746,2023,MT,Montana,TOT,All sectors,NGIC,Natural Gas - IC,72.2,megawatts
747,2023,MT,Montana,TOT,All sectors,OT,Other,40,megawatts
748,2023,MT,Montana,TOT,All sectors,OBM,Other Biomass,3.2,megawatts
749,2023,MT,Montana,TOT,All sectors,OOG,Other Gas,1.5,megawatts
750,2023,MT,Montana,TOT,All sectors,PET,Petroleum,52,megawatts
751,2023,MT,Montana,TOT,All sectors,PETST,Petroleum - ST,52,megawatts
752,2023,MT,Montana,TOT,All sectors,SOL,Solar,177,megawatts
753,2023,MT,Montana,TOT,All sectors,SOLPV,Solar - PV,177,megawatts
754,2023,MT,Montana,TOT,All sectors,WND,Wind,1581.7,megawatts
755,2023,MT,Montana,TOT,All sectors,WOO,Wood,3,megawatts
756,2023,NC,North Carolina,EU,Electric Utilities,ALL,All,26630.6,megawatts
757,2023,NC,North Carolina,EU,Electric Utilities,BAT,Battery,46.3,megawatts
758,2023,NC,North Carolina,EU,Electric Utilities,COL,Coal,4552,megawatts
759,2023,NC,North Carolina,EU,Electric Utilities,HYC,Hydroelectric,1795.7,megawatts
760,2023,NC,North Carolina,EU,Electric Utilities,NG,Natural Gas,13984,megawatts
761,2023,NC,North Carolina,EU,Electric Utilities,NGCC,Natural Gas - CC,4594,megawatts
762,2023,NC,North Carolina,EU,Electric Utilities,NGGT,Natural Gas - GT,4754,megawatts
763,2023,NC,North Carolina,EU,Electric Utilities,NGST,Natural Gas - ST,4636,megawatts
764,2023,NC,North Carolina,EU,Electric Utilities,NUC,Nuclear,5149.6,megawatts
765,2023,NC,North Carolina,EU,Electric Utilities,PET,Petroleum,425.7,megawatts
766,2023,NC,North Carolina,EU,Electric Utilities,PETGT,Petroleum - GT,176,megawatts
767,2023,NC,North Carolina,EU,Electric Utilities,PETIC,Petroleum - IC,95.1,megawatts
768,2023,NC,North Carolina,EU,Electric Utilities,PETOTH,Petroleum - OTH,154.6,megawatts
769,2023,NC,North Carolina,EU,Electric Utilities,HPS,Pumped Storage,86,megawatts
770,2023,NC,North Carolina,EU,Electric Utilities,SOL,Solar,591.3,megawatts
771,2023,NC,North Carolina,EU,Electric Utilities,SOLPV,Solar - PV,591.3,megawatts
772,2023,NC,North Carolina,IPP,Independent Power Producers,ALL,All,9232.9,megawatts
773,2023,NC,North Carolina,IPP,Independent Power Producers,BAT,Battery,12,megawatts
774,2023,NC,North Carolina,IPP,Independent Power Producers,HYC,Hydroelectric,214.8,megawatts
775,2023,NC,North Carolina,IPP,Independent Power Producers,NG,Natural Gas,2291.2,megawatts
776,2023,NC,North Carolina,IPP,Independent Power Producers,NGCC,Natural Gas - CC,985,megawatts
777,2023,NC,North Carolina,IPP,Independent Power Producers,NGGT,Natural Gas - GT,1276.5,megawatts
778,2023,NC,North Carolina,IPP,Independent Power Producers,NGST,Natural Gas - ST,29.7,megawatts
779,2023,NC,North Carolina,IPP,Independent Power Producers,OT,Other,54,megawatts
780,2023,VT,Vermont,IPP,Independent Power Producers,HYC,Hydroelectric,213.5,megawatts
781,2023,VT,Vermont,IPP,Independent Power Producers,SOL,Solar,107.2,megawatts
782,2023,VT,Vermont,IPP,Independent Power Producers,SOLPV,Solar - PV,107.2,megawatts
783,2023,VT,Vermont,IPP,Independent Power Producers,WND,Wind,80,megawatts
784,2023,VT,Vermont,IPP,Independent Power Producers,WOO,Wood,20.7,megawatts
785,2023,VT,Vermont,TOT,All sectors,ALL,All,855.7,megawatts
786,2023,VT,Vermont,TOT,All sectors,BAT,Battery,20.9,megawatts
787,2023,VT,Vermont,TOT,All sectors,HYC,Hydroelectric,332.2,megawatts
788,2023,VT,Vermont,TOT,All sectors,OBM,Other Biomass,7.5,megawatts
789,2023,VT,Vermont,TOT,All sectors,PET,Petroleum,126,megawatts
790,2023,VT,Vermont,TOT,All sectors,PETGT,Petroleum - GT,118.8,megawatts
791,2023,VT,Vermont,TOT,All sectors,PETIC,Petroleum - IC,7.2,megawatts
792,2023,VT,Vermont,TOT,All sectors,SOL,Solar,146.2,megawatts
793,2023,VT,Vermont,TOT,All sectors,SOLPV,Solar - PV,146.2,megawatts
794,2023,VT,Vermont,TOT,All sectors,WND,Wind,150.2,megawatts
795,2023,VT,Vermont,TOT,All sectors,WOO,Wood,72.7,megawatts
796,2023,WA,Washington,EU,Electric Utilities,ALL,All,27009.7,megawatts
797,2023,WA,Washington,EU,Electric Utilities,BAT,Battery,6,megawatts
798,2023,WA,Washington,EU,Electric Utilities,HYC,Hydroelectric,21424.7,megawatts
799,2023,WA,Washington,EU,Electric Utilities,NG,Natural Gas,2409.4,megawatts
800,2023,WA,Washington,EU,Electric Utilities,NGCC,Natural Gas - CC,1785.6,megawatts
801,2023,WA,Washington,EU,Electric Utilities,NGGT,Natural Gas - GT,599.2,megawatts
802,2023,WA,Washington,EU,Electric Utilities,NGIC,Natural Gas - IC,24.6,megawatts
803,2023,WA,Washington,EU,Electric Utilities,NUC,Nuclear,1151,megawatts
804,2023,WA,Washington,EU,Electric Utilities,PET,Petroleum,2.5,megawatts
805,2023,WA,Washington,EU,Electric Utilities,PETIC,Petroleum - IC,2.5,megawatts
806,2023,WA,Washington,EU,Electric Utilities,HPS,Pumped Storage,314,megawatts
807,2023,WA,Washington,EU,Electric Utilities,SOL,Solar,4.1,megawatts
808,2023,WA,Washington,EU,Electric Utilities,SOLPV,Solar - PV,4.1,megawatts
809,2023,WA,Washington,EU,Electric Utilities,WND,Wind,1648,megawatts
810,2023,WA,Washington,EU,Electric Utilities,WOO,Wood,50,megawatts
811,2023,WA,Washington,IPP,Independent Power Producers,ALL,All,3874.2,megawatts
812,2023,WA,Washington,IPP,Independent Power Producers,COL,Coal,670,megawatts
813,2023,WA,Washington,IPP,Independent Power Producers,HYC,Hydroelectric,87.2,megawatts
814,2023,WA,Washington,IPP,Independent Power Producers,NG,Natural Gas,966,megawatts
815,2023,WA,Washington,IPP,Independent Power Producers,NGCC,Natural Gas - CC,841,megawatts
816,2023,WA,Washington,IPP,Independent Power Producers,NGGT,Natural Gas - GT,120,megawatts
817,2023,WA,Washington,IPP,Independent Power Producers,NGIC,Natural Gas - IC,2,megawatts
818,2023,WA,Washington,IPP,Independent Power Producers,NGST,Natural Gas - ST,3,megawatts
819,2023,WA,Washington,IPP,Independent Power Producers,OBM,Other Biomass,37.2,megawatts
820,2023,WA,Washington,IPP,Independent Power Producers,PET,Petroleum,14.7,megawatts
821,2023,WA,Washington,IPP,Independent Power Producers,PETIC,Petroleum - IC,14.7,megawatts
822,2023,WA,Washington,IPP,Independent Power Producers,SOL,Solar,184.2,megawatts
823,2023,WA,Washington,IPP,Independent Power Producers,SOLPV,Solar - PV,184.2,megawatts
824,2023,WA,Washington,IPP,Independent Power Producers,WND,Wind,1726.9,megawatts
825,2023,WA,Washington,IPP,Independent Power Producers,WOO,Wood,188,megawatts
826,2023,WA,Washington,TOT,All sectors,ALL,All,30883.9,megawatts
827,2023,WA,Washington,TOT,All sectors,BAT,Battery,6,megawatts
828,2023,WA,Washington,TOT,All sectors,COL,Coal,670,megawatts
829,2023,WA,Washington,TOT,All sectors,HYC,Hydroelectric,21511.9,megawatts
830,2023,WA,Washington,TOT,All sectors,NG,Natural Gas,3375.4,megawatts
831,2023,WA,Washington,TOT,All sectors,NGCC,Natural Gas - CC,2626.6,megawatts
832,2023,WA,Washington,TOT,All sectors,NGGT,Natural Gas - GT,719.2,megawatts
833,2023,WA,Washington,TOT,All sectors,NGIC,Natural Gas - IC,26.6,megawatts
834,2023,WA,Washington,TOT,All sectors,NGST,Natural Gas - ST,3,megawatts
835,2023,WA,Washington,TOT,All sectors,NUC,Nuclear,1151,megawatts
836,2023,WA,Washington,TOT,All sectors,OBM,Other Biomass,37.2,megawatts
837,2023,WA,Washington,TOT,All sectors,PET,Petroleum,17.2,megawatts
838,2023,WA,Washington,TOT,All sectors,PETIC,Petroleum - IC,17.2,megawatts
839,2023,WA,Washington,TOT,All sectors,HPS,Pumped Storage,314,megawatts
840,2023,WA,Washington,TOT,All sectors,SOL,Solar,188.3,megawatts
841,2023,WA,Washington,TOT,All sectors,SOLPV,Solar - PV,188.3,megawatts
842,2023,WA,Washington,TOT,All sectors,WND,Wind,3374.9,megawatts
843,2023,WA,Washington,TOT,All sectors,WOO,Wood,238,megawatts
844,2023,WI,Wisconsin,EU,Electric Utilities,ALL,All,15439,megawatts
845,2023,WI,Wisconsin,EU,Electric Utilities,BAT,Battery,5.4,megawatts
846,2023,WI,Wisconsin,EU,Electric Utilities,COL,Coal,5184.6,megawatts
847,2023,WI,Wisconsin,EU,Electric Utilities,HYC,Hydroelectric,368.2,megawatts
848,2023,WI,Wisconsin,EU,Electric Utilities,NG,Natural Gas,7105.1,megawatts
849,2023,WI,Wisconsin,EU,Electric Utilities,NGCC,Natural Gas - CC,3422.1,megawatts
850,2023,WI,Wisconsin,EU,Electric Utilities,NGGT,Natural Gas - GT,3151.1,megawatts
851,2023,WI,Wisconsin,EU,Electric Utilities,NGIC,Natural Gas - IC,150.5,megawatts
852,2023,WI,Wisconsin,EU,Electric Utilities,NGST,Natural Gas - ST,381.4,megawatts
853,2023,WI,Wisconsin,EU,Electric Utilities,PET,Petroleum,572,megawatts
854,2023,WI,Wisconsin,EU,Electric Utilities,PETGT,Petroleum - GT,359.5,megawatts
855,2023,WI,Wisconsin,EU,Electric Utilities,PETIC,Petroleum - IC,154.1,megawatts
856,2023,WI,Wisconsin,EU,Electric Utilities,PETST,Petroleum - ST,58.4,megawatts
857,2023,WI,Wisconsin,EU,Electric Utilities,SOL,Solar,1442.6,megawatts
858,2023,WI,Wisconsin,EU,Electric Utilities,SOLPV,Solar - PV,1442.6,megawatts
859,2023,WI,Wisconsin,EU,Electric Utilities,WND,Wind,636.5,megawatts
860,2023,WI,Wisconsin,EU,Electric Utilities,WOO,Wood,124.6,megawatts
861,2023,WI,Wisconsin,IPP,Independent Power Producers,ALL,All,2140.9,megawatts
862,2023,WI,Wisconsin,IPP,Independent Power Producers,BAT,Battery,.3,megawatts
863,2023,WI,Wisconsin,IPP,Independent Power Producers,COL,Coal,41.6,megawatts
864,2023,WI,Wisconsin,IPP,Independent Power Producers,HYC,Hydroelectric,41.8,megawatts
865,2023,WI,Wisconsin,IPP,Independent Power Producers,NG,Natural Gas,204,megawatts
866,2023,WI,Wisconsin,IPP,Independent Power Producers,NGCC,Natural Gas - CC,51.9,megawatts
867,2023,WI,Wisconsin,IPP,Independent Power Producers,NGGT,Natural Gas - GT,21.1,megawatts
868,2023,WI,Wisconsin,IPP,Independent Power Producers,NGIC,Natural Gas - IC,3,megawatts
869,2023,WI,Wisconsin,IPP,Independent Power Producers,NGST,Natural Gas - ST,128,megawatts
870,2023,WI,Wisconsin,IPP,Independent Power Producers,NUC,Nuclear,1186.6,megawatts
871,2023,AK,Alaska,EU,Electric Utilities,ALL,All,2606.5,megawatts
872,2023,AK,Alaska,EU,Electric Utilities,BAT,Battery,91.7,megawatts
873,2023,AK,Alaska,EU,Electric Utilities,COL,Coal,97.1,megawatts
874,2023,AK,Alaska,EU,Electric Utilities,HYC,Hydroelectric,431,megawatts
875,2023,AK,Alaska,EU,Electric Utilities,NG,Natural Gas,1236.6,megawatts
876,2023,KY,Kentucky,EU,Electric Utilities,COL,Coal,9162,megawatts
877,2023,KY,Kentucky,EU,Electric Utilities,HYC,Hydroelectric,1132.6,megawatts
878,2023,KY,Kentucky,EU,Electric Utilities,NG,Natural Gas,7023.6,megawatts
879,2023,KY,Kentucky,EU,Electric Utilities,NGCC,Natural Gas - CC,1789,megawatts
880,2023,KY,Kentucky,EU,Electric Utilities,NGGT,Natural Gas - GT,4751.6,megawatts
881,2023,KY,Kentucky,EU,Electric Utilities,NGST,Natural Gas - ST,483,megawatts
882,2023,KY,Kentucky,EU,Electric Utilities,OBM,Other Biomass,13.6,megawatts
883,2023,KY,Kentucky,EU,Electric Utilities,PET,Petroleum,11.9,megawatts
884,2023,KY,Kentucky,EU,Electric Utilities,PETIC,Petroleum - IC,11.9,megawatts
885,2023,KY,Kentucky,EU,Electric Utilities,SOL,Solar,28.9,megawatts
886,2023,KY,Kentucky,EU,Electric Utilities,SOLPV,Solar - PV,28.9,megawatts
887,2023,KY,Kentucky,IPP,Independent Power Producers,ALL,All,963.1,megawatts
888,2023,KY,Kentucky,IPP,Independent Power Producers,HYC,Hydroelectric,4.8,megawatts
889,2023,KY,Kentucky,IPP,Independent Power Producers,NG,Natural Gas,848,megawatts
890,2023,KY,Kentucky,IPP,Independent Power Producers,NGGT,Natural Gas - GT,848,megawatts
891,2023,KY,Kentucky,IPP,Independent Power Producers,OBM,Other Biomass,4.6,megawatts
892,2023,KY,Kentucky,IPP,Independent Power Producers,SOL,Solar,53.4,megawatts
893,2023,KY,Kentucky,IPP,Independent Power Producers,SOLPV,Solar - PV,53.4,megawatts
894,2023,KY,Kentucky,IPP,Independent Power Producers,WOO,Wood,52.3,megawatts
895,2023,KY,Kentucky,TOT,All sectors,ALL,All,18335.7,megawatts
896,2023,KY,Kentucky,TOT,All sectors,COL,Coal,9162,megawatts
897,2023,KY,Kentucky,TOT,All sectors,HYC,Hydroelectric,1137.4,megawatts
898,2023,KY,Kentucky,TOT,All sectors,NG,Natural Gas,7871.6,megawatts
899,2023,KY,Kentucky,TOT,All sectors,NGCC,Natural Gas - CC,1789,megawatts
900,2023,KY,Kentucky,TOT,All sectors,NGGT,Natural Gas - GT,5599.6,megawatts
901,2023,KY,Kentucky,TOT,All sectors,NGST,Natural Gas - ST,483,megawatts
902,2023,KY,Kentucky,TOT,All sectors,OBM,Other Biomass,18.2,megawatts
903,2023,KY,Kentucky,TOT,All sectors,PET,Petroleum,11.9,megawatts
904,2023,KY,Kentucky,TOT,All sectors,PETIC,Petroleum - IC,11.9,megawatts
905,2023,KY,Kentucky,TOT,All sectors,SOL,Solar,82.3,megawatts
906,2023,KY,Kentucky,TOT,All sectors,SOLPV,Solar - PV,82.3,megawatts
907,2023,KY,Kentucky,TOT,All sectors,WOO,Wood,52.3,megawatts
908,2023,IN,Indiana,IPP,Independent Power Producers,NGGT,Natural Gas - GT,414.1,megawatts
909,2023,IN,Indiana,IPP,Independent Power Producers,NGIC,Natural Gas - IC,10.1,megawatts
910,2023,IN,Indiana,IPP,Independent Power Producers,NGST,Natural Gas - ST,184.6,megawatts
911,2023,IN,Indiana,IPP,Independent Power Producers,OT,Other,88,megawatts
912,2023,IN,Indiana,IPP,Independent Power Producers,OBM,Other Biomass,23.5,megawatts
913,2023,IN,Indiana,IPP,Independent Power Producers,OOG,Other Gas,533.1,megawatts
914,2023,IN,Indiana,IPP,Independent Power Producers,PET,Petroleum,25,megawatts
915,2023,IN,Indiana,IPP,Independent Power Producers,PETIC,Petroleum - IC,25,megawatts
916,2023,IN,Indiana,IPP,Independent Power Producers,SOL,Solar,515.5,megawatts
917,2023,IN,Indiana,IPP,Independent Power Producers,SOLPV,Solar - PV,515.5,megawatts
918,2023,IN,Indiana,IPP,Independent Power Producers,WND,Wind,3439.1,megawatts
919,2023,IN,Indiana,TOT,All sectors,ALL,All,26578.3,megawatts
920,2023,IN,Indiana,TOT,All sectors,BAT,Battery,36,megawatts
921,2023,IN,Indiana,TOT,All sectors,COL,Coal,12847.2,megawatts
922,2023,IN,Indiana,TOT,All sectors,HYC,Hydroelectric,71.6,megawatts
923,2023,IN,Indiana,TOT,All sectors,NG,Natural Gas,8116.9,megawatts
924,2023,IN,Indiana,TOT,All sectors,NGCC,Natural Gas - CC,3899.6,megawatts
925,2023,IN,Indiana,TOT,All sectors,NGGT,Natural Gas - GT,3365.9,megawatts
926,2023,IN,Indiana,TOT,All sectors,NGIC,Natural Gas - IC,48.8,megawatts
927,2023,IN,Indiana,TOT,All sectors,NGST,Natural Gas - ST,802.6,megawatts
928,2023,IN,Indiana,TOT,All sectors,OT,Other,88,megawatts
929,2023,IN,Indiana,TOT,All sectors,OBM,Other Biomass,49.7,megawatts
930,2023,IN,Indiana,TOT,All sectors,OOG,Other Gas,545.1,megawatts
931,2023,IN,Indiana,TOT,All sectors,PET,Petroleum,95.8,megawatts
932,2023,IN,Indiana,TOT,All sectors,PETGT,Petroleum - GT,37,megawatts
933,2023,IN,Indiana,TOT,All sectors,PETIC,Petroleum - IC,58.8,megawatts
934,2023,IN,Indiana,TOT,All sectors,SOL,Solar,1288.9,megawatts
935,2023,IN,Indiana,TOT,All sectors,SOLPV,Solar - PV,1288.9,megawatts
936,2023,IN,Indiana,TOT,All sectors,WND,Wind,3439.1,megawatts
937,2023,KS,Kansas,EU,Electric Utilities,ALL,All,10902.5,megawatts
938,2023,KS,Kansas,EU,Electric Utilities,COL,Coal,4524.7,megawatts
939,2023,KS,Kansas,EU,Electric Utilities,NG,Natural Gas,3775.1,megawatts
940,2023,KS,Kansas,EU,Electric Utilities,NGCC,Natural Gas - CC,247,megawatts
941,2023,KS,Kansas,EU,Electric Utilities,NGGT,Natural Gas - GT,2137.5,megawatts
942,2023,KS,Kansas,EU,Electric Utilities,NGIC,Natural Gas - IC,590.5,megawatts
943,2023,KS,Kansas,EU,Electric Utilities,NGST,Natural Gas - ST,800.1,megawatts
944,2023,KS,Kansas,EU,Electric Utilities,NUC,Nuclear,1176.7,megawatts
945,2023,KS,Kansas,EU,Electric Utilities,PET,Petroleum,544.7,megawatts
946,2023,KS,Kansas,EU,Electric Utilities,PETGT,Petroleum - GT,223.5,megawatts
947,2023,KS,Kansas,EU,Electric Utilities,PETIC,Petroleum - IC,321.2,megawatts
948,2023,KS,Kansas,EU,Electric Utilities,SOL,Solar,8.8,megawatts
949,2023,KS,Kansas,EU,Electric Utilities,SOLPV,Solar - PV,8.8,megawatts
950,2023,KS,Kansas,EU,Electric Utilities,WND,Wind,872.5,megawatts
951,2023,KS,Kansas,IPP,Independent Power Producers,ALL,All,8294.9,megawatts
952,2023,KS,Kansas,IPP,Independent Power Producers,HYC,Hydroelectric,7,megawatts
953,2023,KS,Kansas,IPP,Independent Power Producers,NG,Natural Gas,76.6,megawatts
954,2023,KS,Kansas,IPP,Independent Power Producers,NGGT,Natural Gas - GT,70.9,megawatts
955,2023,KS,Kansas,IPP,Independent Power Producers,NGST,Natural Gas - ST,5.7,megawatts
956,2023,KS,Kansas,IPP,Independent Power Producers,OT,Other,.8,megawatts
957,2023,KS,Kansas,IPP,Independent Power Producers,OBM,Other Biomass,9,megawatts
958,2023,KS,Kansas,IPP,Independent Power Producers,SOL,Solar,31.3,megawatts
959,2023,KS,Kansas,IPP,Independent Power Producers,SOLPV,Solar - PV,31.3,megawatts
960,2023,KS,Kansas,IPP,Independent Power Producers,WND,Wind,8170.2,megawatts
961,2023,KS,Kansas,TOT,All sectors,ALL,All,19197.4,megawatts
962,2023,KS,Kansas,TOT,All sectors,COL,Coal,4524.7,megawatts
963,2023,KS,Kansas,TOT,All sectors,HYC,Hydroelectric,7,megawatts
964,2023,KS,Kansas,TOT,All sectors,NG,Natural Gas,3851.7,megawatts
965,2023,KS,Kansas,TOT,All sectors,NGCC,Natural Gas - CC,247,megawatts
966,2023,KS,Kansas,TOT,All sectors,NGGT,Natural Gas - GT,2208.4,megawatts
967,2023,KS,Kansas,TOT,All sectors,NGIC,Natural Gas - IC,590.5,megawatts
968,2023,KS,Kansas,TOT,All sectors,NGST,Natural Gas - ST,805.8,megawatts
969,2023,KS,Kansas,TOT,All sectors,NUC,Nuclear,1176.7,megawatts
970,2023,KS,Kansas,TOT,All sectors,OT,Other,.8,megawatts
971,2023,KS,Kansas,TOT,All sectors,OBM,Other Biomass,9,megawatts
972,2023,KS,Kansas,TOT,All sectors,PET,Petroleum,544.7,megawatts
973,2023,KS,Kansas,TOT,All sectors,PETGT,Petroleum - GT,223.5,megawatts
974,2023,KS,Kansas,TOT,All sectors,PETIC,Petroleum - IC,321.2,megawatts
975,2023,KS,Kansas,TOT,All sectors,SOL,Solar,40.1,megawatts
976,2023,NE,Nebraska,IPP,Independent Power Producers,NG,Natural Gas,5.6,megawatts
977,2023,NE,Nebraska,IPP,Independent Power Producers,NGST,Natural Gas - ST,5.6,megawatts
978,2023,NE,Nebraska,IPP,Independent Power Producers,OBM,Other Biomass,4.5,megawatts
979,2023,NE,Nebraska,IPP,Independent Power Producers,SOL,Solar,38,megawatts
980,2023,NE,Nebraska,IPP,Independent Power Producers,SOLPV,Solar - PV,38,megawatts
981,2023,NE,Nebraska,IPP,Independent Power Producers,WND,Wind,3457.5,megawatts
982,2023,NE,Nebraska,TOT,All sectors,ALL,All,10780.9,megawatts
983,2023,NE,Nebraska,TOT,All sectors,BAT,Battery,4.9,megawatts
984,2023,NE,Nebraska,TOT,All sectors,COL,Coal,3825.8,megawatts
985,2023,NE,Nebraska,TOT,All sectors,HYC,Hydroelectric,279.7,megawatts
986,2023,NE,Nebraska,TOT,All sectors,NG,Natural Gas,1964,megawatts
987,2023,NE,Nebraska,TOT,All sectors,NGCC,Natural Gas - CC,338,megawatts
988,2023,NE,Nebraska,TOT,All sectors,NGGT,Natural Gas - GT,1107.6,megawatts
989,2023,NE,Nebraska,TOT,All sectors,NGIC,Natural Gas - IC,135.6,megawatts
990,2023,NE,Nebraska,TOT,All sectors,NGST,Natural Gas - ST,382.8,megawatts
991,2023,NE,Nebraska,TOT,All sectors,NUC,Nuclear,768.5,megawatts
992,2023,NE,Nebraska,TOT,All sectors,OBM,Other Biomass,15.5,megawatts
993,2023,NE,Nebraska,TOT,All sectors,PET,Petroleum,363.6,megawatts
994,2023,NE,Nebraska,TOT,All sectors,PETGT,Petroleum - GT,249.2,megawatts
995,2023,NE,Nebraska,TOT,All sectors,PETIC,Petroleum - IC,114.4,megawatts
996,2023,NE,Nebraska,TOT,All sectors,SOL,Solar,40.6,megawatts
997,2023,NE,Nebraska,TOT,All sectors,SOLPV,Solar - PV,40.6,megawatts
998,2023,NE,Nebraska,TOT,All sectors,WND,Wind,3518.3,megawatts
999,2023,NH,New Hampshire,EU,Electric Utilities,ALL,All,5.1,megawatts
1000,2023,NH,New Hampshire,EU,Electric Utilities,HYC,Hydroelectric,5.1,megawatts
1001,2023,NH,New Hampshire,IPP,Independent Power Producers,ALL,All,4461.6,megawatts
1002,2023,NH,New Hampshire,IPP,Independent Power Producers,BAT,Battery,14,megawatts
1003,2023,NH,New Hampshire,IPP,Independent Power Producers,COL,Coal,533.9,megawatts
1004,2023,NH,New Hampshire,IPP,Independent Power Producers,HYC,Hydroelectric,501.4,megawatts
1005,2023,NH,New Hampshire,IPP,Independent Power Producers,NG,Natural Gas,1232.3,megawatts
1006,2023,NH,New Hampshire,IPP,Independent Power Producers,NGCC,Natural Gas - CC,1228.5,megawatts
1007,2023,NH,New Hampshire,IPP,Independent Power Producers,NGGT,Natural Gas - GT,3.8,megawatts
1008,2023,NH,New Hampshire,IPP,Independent Power Producers,NUC,Nuclear,1245.7,megawatts
1009,2023,NH,New Hampshire,IPP,Independent Power Producers,OBM,Other Biomass,31.1,megawatts
1010,2023,NH,New Hampshire,IPP,Independent Power Producers,PET,Petroleum,494.2,megawatts
1011,2023,NH,New Hampshire,IPP,Independent Power Producers,PETGT,Petroleum - GT,82.1,megawatts
1012,2023,NH,New Hampshire,IPP,Independent Power Producers,PETIC,Petroleum - IC,4.9,megawatts
1013,2023,NH,New Hampshire,IPP,Independent Power Producers,PETST,Petroleum - ST,407.2,megawatts
1014,2023,NH,New Hampshire,IPP,Independent Power Producers,SOL,Solar,2.4,megawatts
1015,2023,NH,New Hampshire,IPP,Independent Power Producers,SOLPV,Solar - PV,2.4,megawatts
1016,2023,NH,New Hampshire,IPP,Independent Power Producers,WND,Wind,211.9,megawatts
1017,2023,NH,New Hampshire,IPP,Independent Power Producers,WOO,Wood,194.7,megawatts
1018,2023,NH,New Hampshire,TOT,All sectors,ALL,All,4466.7,megawatts
1019,2023,NH,New Hampshire,TOT,All sectors,BAT,Battery,14,megawatts
1020,2023,NH,New Hampshire,TOT,All sectors,COL,Coal,533.9,megawatts
1021,2023,NH,New Hampshire,TOT,All sectors,HYC,Hydroelectric,506.5,megawatts
1022,2023,NH,New Hampshire,TOT,All sectors,NG,Natural Gas,1232.3,megawatts
1023,2023,NH,New Hampshire,TOT,All sectors,NGCC,Natural Gas - CC,1228.5,megawatts
1024,2023,NH,New Hampshire,TOT,All sectors,NGGT,Natural Gas - GT,3.8,megawatts
1025,2023,NH,New Hampshire,TOT,All sectors,NUC,Nuclear,1245.7,megawatts
1026,2023,NH,New Hampshire,TOT,All sectors,OBM,Other Biomass,31.1,megawatts
1027,2023,NH,New Hampshire,TOT,All sectors,PET,Petroleum,494.2,megawatts
1028,2023,NH,New Hampshire,TOT,All sectors,PETGT,Petroleum - GT,82.1,megawatts
1029,2023,NH,New Hampshire,TOT,All sectors,PETIC,Petroleum - IC,4.9,megawatts
1030,2023,NH,New Hampshire,TOT,All sectors,PETST,Petroleum - ST,407.2,megawatts
1031,2023,NH,New Hampshire,TOT,All sectors,SOL,Solar,2.4,megawatts
1032,2023,NH,New Hampshire,TOT,All sectors,SOLPV,Solar - PV,2.4,megawatts
1033,2023,NH,New Hampshire,TOT,All sectors,WND,Wind,211.9,megawatts
1034,2023,NH,New Hampshire,TOT,All sectors,WOO,Wood,194.7,megawatts
1035,2023,NJ,New Jersey,EU,Electric Utilities,ALL,All,206,megawatts
1036,2023,NJ,New Jersey,EU,Electric Utilities,BAT,Battery,2.1,megawatts
1037,2023,NJ,New Jersey,EU,Electric Utilities,NG,Natural Gas,110,megawatts
1038,2023,NJ,New Jersey,EU,Electric Utilities,NGGT,Natural Gas - GT,110,megawatts
1039,2023,NJ,New Jersey,EU,Electric Utilities,PET,Petroleum,6,megawatts
1040,2023,NJ,New Jersey,EU,Electric Utilities,PETIC,Petroleum - IC,6,megawatts
1041,2023,NJ,New Jersey,EU,Electric Utilities,SOL,Solar,87.9,megawatts
1042,2023,NJ,New Jersey,EU,Electric Utilities,SOLPV,Solar - PV,87.9,megawatts
1043,2023,NJ,New Jersey,IPP,Independent Power Producers,ALL,All,16632.2,megawatts
1044,2023,NJ,New Jersey,IPP,Independent Power Producers,BAT,Battery,67.6,megawatts
1045,2023,NJ,New Jersey,IPP,Independent Power Producers,HYC,Hydroelectric,12.3,megawatts
1046,2023,NJ,New Jersey,IPP,Independent Power Producers,NG,Natural Gas,11068.4,megawatts
1047,2023,NJ,New Jersey,IPP,Independent Power Producers,NGCC,Natural Gas - CC,8374,megawatts
1048,2023,NJ,New Jersey,IPP,Independent Power Producers,NGGT,Natural Gas - GT,2624.5,megawatts
1049,2023,NJ,New Jersey,IPP,Independent Power Producers,NGIC,Natural Gas - IC,35.8,megawatts
1050,2023,NJ,New Jersey,IPP,Independent Power Producers,NGOTH,Natural Gas - OTH,12.6,megawatts
1051,2023,NJ,New Jersey,IPP,Independent Power Producers,NGST,Natural Gas - ST,21.5,megawatts
1052,2023,NJ,New Jersey,IPP,Independent Power Producers,NUC,Nuclear,3456.7,megawatts
1053,2023,NJ,New Jersey,IPP,Independent Power Producers,OT,Other,11.2,megawatts
1054,2023,NJ,New Jersey,IPP,Independent Power Producers,OBM,Other Biomass,188.7,megawatts
1055,2023,NJ,New Jersey,IPP,Independent Power Producers,OOG,Other Gas,29,megawatts
