,period,stateId,stateDescription,producertypeid,producerTypeDescription,energysourceid,energySourceDescription,capability,capability-units
1670,2023,RI,Rhode Island,TOT,All sectors,BAT,Battery,3,megawatts
1671,2023,RI,Rhode Island,TOT,All sectors,HYC,Hydroelectric,2.7,megawatts
1672,2023,RI,Rhode Island,TOT,All sectors,NG,Natural Gas,1773,megawatts
1673,2023,RI,Rhode Island,TOT,All sectors,NGCC,Natural Gas - CC,1735.2,megawatts
1674,2023,RI,Rhode Island,TOT,All sectors,NGGT,Natural Gas - GT,12.4,megawatts
1675,2023,RI,Rhode Island,TOT,All sectors,NGIC,Natural Gas - IC,14.5,megawatts
1676,2023,RI,Rhode Island,TOT,All sectors,NGST,Natural Gas - ST,10.9,megawatts
1677,2023,RI,Rhode Island,TOT,All sectors,OBM,Other Biomass,40.1,megawatts
1678,2023,RI,Rhode Island,TOT,All sectors,PET,Petroleum,7.1,megawatts
1679,2023,RI,Rhode Island,TOT,All sectors,PETIC,Petroleum - IC,7.1,megawatts
1680,2023,RI,Rhode Island,TOT,All sectors,SOL,Solar,385.3,megawatts
1681,2023,RI,Rhode Island,TOT,All sectors,SOLPV,Solar - PV,385.3,megawatts
1682,2023,RI,Rhode Island,TOT,All sectors,WND,Wind,77.3,megawatts
1683,2023,SC,South Carolina,EU,Electric Utilities,ALL,All,21393.8,megawatts
1684,2023,SC,South Carolina,EU,Electric Utilities,COL,Coal,4749,megawatts
1685,2023,SC,South Carolina,EU,Electric Utilities,HYC,Hydroelectric,1262.7,megawatts
1686,2023,SC,South Carolina,EU,Electric Utilities,NG,Natural Gas,5583.9,megawatts
1687,2023,SC,South Carolina,EU,Electric Utilities,NGCC,Natural Gas - CC,3166,megawatts
1688,2023,SC,South Carolina,EU,Electric Utilities,NGGT,Natural Gas - GT,1657.9,megawatts
1689,2023,SC,South Carolina,EU,Electric Utilities,NGST,Natural Gas - ST,760,megawatts
1690,2023,SC,South Carolina,EU,Electric Utilities,NUC,Nuclear,6600.3,megawatts
1691,2023,SC,South Carolina,EU,Electric Utilities,OBM,Other Biomass,30.1,megawatts
1692,2023,TX,Texas,IPP,Independent Power Producers,PETIC,Petroleum - IC,172.3,megawatts
1693,2023,TX,Texas,IPP,Independent Power Producers,PETST,Petroleum - ST,63.8,megawatts
1694,2023,TX,Texas,IPP,Independent Power Producers,SOL,Solar,14997.2,megawatts
1695,2023,TX,Texas,IPP,Independent Power Producers,SOLPV,Solar - PV,14997.2,megawatts
1696,2023,TX,Texas,IPP,Independent Power Producers,WND,Wind,40248.9,megawatts
1697,2023,TX,Texas,IPP,Independent Power Producers,WOO,Wood,162.7,megawatts
1698,2023,TX,Texas,TOT,All sectors,ALL,All,155009.7,megawatts
1699,2023,TX,Texas,TOT,All sectors,BAT,Battery,3793.6,megawatts
1700,2023,TX,Texas,TOT,All sectors,COL,Coal,16622.6,megawatts
1701,2023,TX,Texas,TOT,All sectors,HYC,Hydroelectric,715.2,megawatts
1702,2023,TX,Texas,TOT,All sectors,NG,Natural Gas,72105.4,megawatts
1703,2023,TX,Texas,TOT,All sectors,NGCC,Natural Gas - CC,43236,megawatts
1704,2023,TX,Texas,TOT,All sectors,NGGT,Natural Gas - GT,11713.6,megawatts
1705,2023,TX,Texas,TOT,All sectors,NGIC,Natural Gas - IC,1115.3,megawatts
1706,2023,TX,Texas,TOT,All sectors,NGST,Natural Gas - ST,16040.5,megawatts
1707,2023,TX,Texas,TOT,All sectors,NUC,Nuclear,4980,megawatts
1708,2023,TX,Texas,TOT,All sectors,OT,Other,224,megawatts
1709,2023,TX,Texas,TOT,All sectors,OBM,Other Biomass,43.9,megawatts
1710,2023,TX,Texas,TOT,All sectors,OOG,Other Gas,177.1,megawatts
1711,2023,TX,Texas,TOT,All sectors,PET,Petroleum,705.4,megawatts
1712,2023,TX,Texas,TOT,All sectors,PETGT,Petroleum - GT,397,megawatts
1713,2023,TX,Texas,TOT,All sectors,PETIC,Petroleum - IC,180.6,megawatts
1714,2023,TX,Texas,TOT,All sectors,PETST,Petroleum - ST,127.8,megawatts
1715,2023,TX,Texas,TOT,All sectors,SOL,Solar,15006.2,megawatts
1716,2023,TX,Texas,TOT,All sectors,SOLPV,Solar - PV,15006.2,megawatts
1717,2023,TX,Texas,TOT,All sectors,WND,Wind,40327.1,megawatts
1718,2023,TX,Texas,TOT,All sectors,WOO,Wood,309.2,megawatts
1719,2023,US,United States,EU,Electric Utilities,ALL,All,616662,megawatts
1720,2023,US,United States,EU,Electric Utilities,BAT,Battery,1818.6,megawatts
1721,2023,US,United States,EU,Electric Utilities,COL,Coal,139158,megawatts
1722,2023,US,United States,EU,Electric Utilities,GEO,Geothermal,158.5,megawatts
1723,2023,US,United States,EU,Electric Utilities,HYC,Hydroelectric,73467.1,megawatts
1724,2023,US,United States,EU,Electric Utilities,NG,Natural Gas,270951.7,megawatts
1725,2023,US,United States,EU,Electric Utilities,NGCC,Natural Gas - CC,141096.6,megawatts
1726,2023,US,United States,EU,Electric Utilities,NGGT,Natural Gas - GT,79059.3,megawatts
1727,2023,US,United States,EU,Electric Utilities,NGIC,Natural Gas - IC,4430.7,megawatts
1728,2023,US,United States,EU,Electric Utilities,NGOTH,Natural Gas - OTH,124.8,megawatts
1729,2023,US,United States,EU,Electric Utilities,NGST,Natural Gas - ST,46240.3,megawatts
1730,2023,US,United States,EU,Electric Utilities,NUC,Nuclear,54917.4,megawatts
1731,2023,US,United States,EU,Electric Utilities,OT,Other,99,megawatts
1732,2023,US,United States,EU,Electric Utilities,OBM,Other Biomass,235.6,megawatts
1733,2023,US,United States,EU,Electric Utilities,OOG,Other Gas,12,megawatts
1734,2023,US,United States,EU,Electric Utilities,PET,Petroleum,15291.5,megawatts
1735,2023,US,United States,EU,Electric Utilities,PETGT,Petroleum - GT,8605.5,megawatts
1736,2023,US,United States,EU,Electric Utilities,PETIC,Petroleum - IC,3867.3,megawatts
1737,2023,US,United States,EU,Electric Utilities,PETOTH,Petroleum - OTH,669.5,megawatts
1738,2023,US,United States,EU,Electric Utilities,PETST,Petroleum - ST,2149.2,megawatts
1739,2023,US,United States,EU,Electric Utilities,HPS,Pumped Storage,19377.1,megawatts
1740,2023,US,United States,EU,Electric Utilities,SOL,Solar,13691.6,megawatts
1741,2023,US,United States,EU,Electric Utilities,SOLPV,Solar - PV,13691.6,megawatts
1742,2023,US,United States,EU,Electric Utilities,WND,Wind,26855.3,megawatts
1743,2023,US,United States,EU,Electric Utilities,WOO,Wood,628.6,megawatts
1744,2023,US,United States,IPP,Independent Power Producers,ALL,All,570893.1,megawatts
1745,2023,US,United States,IPP,Independent Power Producers,BAT,Battery,14176.3,megawatts
1746,2023,US,United States,IPP,Independent Power Producers,COL,Coal,39283.7,megawatts
1747,2023,US,United States,IPP,Independent Power Producers,GEO,Geothermal,2537.3,megawatts
1748,2023,US,United States,IPP,Independent Power Producers,HYC,Hydroelectric,6518.2,megawatts
1749,2023,US,United States,IPP,Independent Power Producers,NG,Natural Gas,236584.1,megawatts
1750,2023,US,United States,IPP,Independent Power Producers,NGCC,Natural Gas - CC,153173.4,megawatts
1751,2023,US,United States,IPP,Independent Power Producers,NGGT,Natural Gas - GT,53010,megawatts
1752,2023,US,United States,IPP,Independent Power Producers,NGIC,Natural Gas - IC,1455.6,megawatts
1753,2023,US,United States,IPP,Independent Power Producers,NGOTH,Natural Gas - OTH,330.8,megawatts
1754,2023,US,United States,IPP,Independent Power Producers,NGST,Natural Gas - ST,28614.3,megawatts
1755,2023,US,United States,IPP,Independent Power Producers,NUC,Nuclear,40794.8,megawatts
1756,2023,US,United States,IPP,Independent Power Producers,OT,Other,1357,megawatts
1757,2023,US,United States,IPP,Independent Power Producers,OBM,Other Biomass,3897.6,megawatts
1758,2023,US,United States,IPP,Independent Power Producers,OOG,Other Gas,1854.8,megawatts
1759,2023,US,United States,IPP,Independent Power Producers,PET,Petroleum,14149,megawatts
1760,2023,US,United States,IPP,Independent Power Producers,PETGT,Petroleum - GT,5709.6,megawatts
1761,2023,US,United States,IPP,Independent Power Producers,PETIC,Petroleum - IC,1547,megawatts
1762,2023,US,United States,IPP,Independent Power Producers,PETOTH,Petroleum - OTH,298.4,megawatts
1763,2023,US,United States,IPP,Independent Power Producers,PETST,Petroleum - ST,6594,megawatts
1764,2023,US,United States,IPP,Independent Power Producers,HPS,Pumped Storage,3770.3,megawatts
1765,2023,US,United States,IPP,Independent Power Producers,SOL,Solar,78316.1,megawatts
1766,2023,US,United States,IPP,Independent Power Producers,SOLPV,Solar - PV,76836.1,megawatts
1767,2023,US,United States,IPP,Independent Power Producers,SOLTH,Solar - TH,1480,megawatts
1768,2023,US,United States,IPP,Independent Power Producers,WND,Wind,120589.4,megawatts
1769,2023,US,United States,IPP,Independent Power Producers,WOO,Wood,7064.5,megawatts
1770,2023,US,United States,TOT,All sectors,ALL,All,1187555.1,megawatts
1771,2023,US,United States,TOT,All sectors,BAT,Battery,15994.9,megawatts
1772,2023,US,United States,TOT,All sectors,COL,Coal,178441.7,megawatts
1773,2023,US,United States,TOT,All sectors,GEO,Geothermal,2695.8,megawatts
1774,2023,US,United States,TOT,All sectors,HYC,Hydroelectric,79985.3,megawatts
1775,2023,US,United States,TOT,All sectors,NG,Natural Gas,507535.8,megawatts
1776,2023,US,United States,TOT,All sectors,NGCC,Natural Gas - CC,294270,megawatts
1777,2023,US,United States,TOT,All sectors,NGGT,Natural Gas - GT,132069.3,megawatts
1778,2023,US,United States,TOT,All sectors,NGIC,Natural Gas - IC,5886.3,megawatts
1779,2023,US,United States,TOT,All sectors,NGOTH,Natural Gas - OTH,455.6,megawatts
1780,2023,US,United States,TOT,All sectors,NGST,Natural Gas - ST,74854.6,megawatts
1781,2023,US,United States,TOT,All sectors,NUC,Nuclear,95712.2,megawatts
1782,2023,US,United States,TOT,All sectors,OT,Other,1456,megawatts
1783,2023,US,United States,TOT,All sectors,OBM,Other Biomass,4133.2,megawatts
1784,2023,US,United States,TOT,All sectors,OOG,Other Gas,1866.8,megawatts
1785,2023,US,United States,TOT,All sectors,PET,Petroleum,29440.5,megawatts
1786,2023,US,United States,TOT,All sectors,PETGT,Petroleum - GT,14315.1,megawatts
1787,2023,US,United States,TOT,All sectors,PETIC,Petroleum - IC,5414.3,megawatts
1788,2023,US,United States,TOT,All sectors,PETOTH,Petroleum - OTH,967.9,megawatts
1789,2023,US,United States,TOT,All sectors,PETST,Petroleum - ST,8743.2,megawatts
1790,2023,US,United States,TOT,All sectors,HPS,Pumped Storage,23147.4,megawatts
1791,2023,US,United States,TOT,All sectors,SOL,Solar,92007.7,megawatts
1792,2023,US,United States,TOT,All sectors,SOLPV,Solar - PV,90527.7,megawatts
1793,2023,US,United States,TOT,All sectors,SOLTH,Solar - TH,1480,megawatts
1794,2023,MA,Massachusetts,TOT,All sectors,SOL,Solar,1339.1,megawatts
1795,2023,MA,Massachusetts,TOT,All sectors,SOLPV,Solar - PV,1339.1,megawatts
1796,2023,MA,Massachusetts,TOT,All sectors,WND,Wind,101.8,megawatts
1797,2023,MA,Massachusetts,TOT,All sectors,WOO,Wood,14.9,megawatts
1798,2023,MD,Maryland,EU,Electric Utilities,ALL,All,1072.7,megawatts
1799,2023,MD,Maryland,EU,Electric Utilities,NG,Natural Gas,993.3,megawatts
1800,2023,MD,Maryland,EU,Electric Utilities,NGCC,Natural Gas - CC,991.3,megawatts
1801,2023,MD,Maryland,EU,Electric Utilities,NGIC,Natural Gas - IC,2,megawatts
1802,2023,MD,Maryland,EU,Electric Utilities,PET,Petroleum,73.9,megawatts
1803,2023,MD,Maryland,EU,Electric Utilities,PETGT,Petroleum - GT,9,megawatts
1804,2023,MD,Maryland,EU,Electric Utilities,PETIC,Petroleum - IC,64.9,megawatts
1805,2023,MD,Maryland,EU,Electric Utilities,SOL,Solar,5.5,megawatts
1806,2023,MD,Maryland,EU,Electric Utilities,SOLPV,Solar - PV,5.5,megawatts
1807,2023,MD,Maryland,IPP,Independent Power Producers,ALL,All,10851.4,megawatts
1808,2023,MD,Maryland,IPP,Independent Power Producers,BAT,Battery,7.7,megawatts
1809,2023,MD,Maryland,IPP,Independent Power Producers,COL,Coal,1453,megawatts
1810,2023,MD,Maryland,IPP,Independent Power Producers,HYC,Hydroelectric,514.9,megawatts
1811,2023,MD,Maryland,IPP,Independent Power Producers,NG,Natural Gas,4639.4,megawatts
1812,2023,US,United States,TOT,All sectors,WND,Wind,147444.7,megawatts
1813,2023,US,United States,TOT,All sectors,WOO,Wood,7693.1,megawatts
1814,2023,UT,Utah,EU,Electric Utilities,ALL,All,7460.2,megawatts
1815,2023,UT,Utah,EU,Electric Utilities,COL,Coal,4530,megawatts
1816,2023,UT,Utah,EU,Electric Utilities,GEO,Geothermal,31.7,megawatts
1817,2023,UT,Utah,EU,Electric Utilities,HYC,Hydroelectric,244.4,megawatts
1818,2023,UT,Utah,EU,Electric Utilities,NG,Natural Gas,2601.4,megawatts
1819,2023,UT,Utah,EU,Electric Utilities,NGCC,Natural Gas - CC,1830,megawatts
1820,2023,UT,Utah,EU,Electric Utilities,NGGT,Natural Gas - GT,448.7,megawatts
1821,2023,UT,Utah,EU,Electric Utilities,NGIC,Natural Gas - IC,85.2,megawatts
1822,2023,UT,Utah,EU,Electric Utilities,NGST,Natural Gas - ST,237.5,megawatts
1823,2023,UT,Utah,EU,Electric Utilities,OT,Other,8.4,megawatts
1824,2023,UT,Utah,EU,Electric Utilities,PET,Petroleum,27.8,megawatts
1825,2023,UT,Utah,EU,Electric Utilities,PETIC,Petroleum - IC,27.8,megawatts
1826,2023,UT,Utah,EU,Electric Utilities,SOL,Solar,16.5,megawatts
1827,2023,UT,Utah,EU,Electric Utilities,SOLPV,Solar - PV,16.5,megawatts
1828,2023,UT,Utah,IPP,Independent Power Producers,ALL,All,2249.6,megawatts
1829,2023,UT,Utah,IPP,Independent Power Producers,BAT,Battery,1,megawatts
1830,2023,UT,Utah,IPP,Independent Power Producers,COL,Coal,51,megawatts
1831,2023,UT,Utah,IPP,Independent Power Producers,GEO,Geothermal,39,megawatts
1832,2023,UT,Utah,IPP,Independent Power Producers,HYC,Hydroelectric,15.3,megawatts
1833,2023,UT,Utah,IPP,Independent Power Producers,NG,Natural Gas,91.4,megawatts
1834,2023,UT,Utah,IPP,Independent Power Producers,NGGT,Natural Gas - GT,85.9,megawatts
1835,2023,UT,Utah,IPP,Independent Power Producers,NGIC,Natural Gas - IC,5.5,megawatts
1836,2023,UT,Utah,IPP,Independent Power Producers,OT,Other,31.8,megawatts
1837,2023,UT,Utah,IPP,Independent Power Producers,OBM,Other Biomass,16,megawatts
1838,2023,UT,Utah,IPP,Independent Power Producers,SOL,Solar,1614.4,megawatts
1839,2023,UT,Utah,IPP,Independent Power Producers,SOLPV,Solar - PV,1614.3,megawatts
1840,2023,UT,Utah,IPP,Independent Power Producers,SOLTH,Solar - TH,.1,megawatts
1841,2023,UT,Utah,IPP,Independent Power Producers,WND,Wind,389.7,megawatts
1842,2023,UT,Utah,TOT,All sectors,ALL,All,9709.8,megawatts
1843,2023,UT,Utah,TOT,All sectors,BAT,Battery,1,megawatts
1844,2023,UT,Utah,TOT,All sectors,COL,Coal,4581,megawatts
1845,2023,UT,Utah,TOT,All sectors,GEO,Geothermal,70.7,megawatts
1846,2023,UT,Utah,TOT,All sectors,HYC,Hydroelectric,259.7,megawatts
1847,2023,UT,Utah,TOT,All sectors,NG,Natural Gas,2692.8,megawatts
1848,2023,UT,Utah,TOT,All sectors,NGCC,Natural Gas - CC,1830,megawatts
1849,2023,UT,Utah,TOT,All sectors,NGGT,Natural Gas - GT,534.6,megawatts
1850,2023,UT,Utah,TOT,All sectors,NGIC,Natural Gas - IC,90.7,megawatts
1851,2023,UT,Utah,TOT,All sectors,NGST,Natural Gas - ST,237.5,megawatts
1852,2023,UT,Utah,TOT,All sectors,OT,Other,40.2,megawatts
1853,2023,UT,Utah,TOT,All sectors,OBM,Other Biomass,16,megawatts
1854,2023,UT,Utah,TOT,All sectors,PET,Petroleum,27.8,megawatts
1855,2023,UT,Utah,TOT,All sectors,PETIC,Petroleum - IC,27.8,megawatts
1856,2023,UT,Utah,TOT,All sectors,SOL,Solar,1630.9,megawatts
1857,2023,UT,Utah,TOT,All sectors,SOLPV,Solar - PV,1630.8,megawatts
1858,2023,UT,Utah,TOT,All sectors,SOLTH,Solar - TH,.1,megawatts
1859,2023,UT,Utah,TOT,All sectors,WND,Wind,389.7,megawatts
1860,2023,VA,Virginia,EU,Electric Utilities,ALL,All,21020.3,megawatts
1861,2023,VA,Virginia,EU,Electric Utilities,BAT,Battery,60,megawatts
1862,2023,VA,Virginia,EU,Electric Utilities,COL,Coal,1487.1,megawatts
1863,2023,VA,Virginia,EU,Electric Utilities,HYC,Hydroelectric,821.6,megawatts
1864,2023,VA,Virginia,EU,Electric Utilities,NG,Natural Gas,9955.3,megawatts
1865,2023,VA,Virginia,EU,Electric Utilities,NGCC,Natural Gas - CC,6128.4,megawatts
1866,2023,VA,Virginia,EU,Electric Utilities,NGGT,Natural Gas - GT,3365.9,megawatts
1867,2023,VA,Virginia,EU,Electric Utilities,NGIC,Natural Gas - IC,1,megawatts
1868,2023,VA,Virginia,EU,Electric Utilities,NGST,Natural Gas - ST,460,megawatts
1869,2023,VA,Virginia,EU,Electric Utilities,NUC,Nuclear,3568,megawatts
1870,2023,VA,Virginia,EU,Electric Utilities,PET,Petroleum,364.8,megawatts
1871,2023,VA,Virginia,EU,Electric Utilities,PETGT,Petroleum - GT,260.4,megawatts
1872,2023,VA,Virginia,EU,Electric Utilities,PETIC,Petroleum - IC,104.4,megawatts
1873,2023,VA,Virginia,EU,Electric Utilities,HPS,Pumped Storage,3253.1,megawatts
1874,2023,VA,Virginia,EU,Electric Utilities,SOL,Solar,1345.4,megawatts
1875,2023,VA,Virginia,EU,Electric Utilities,SOLPV,Solar - PV,1345.4,megawatts
1876,2023,VA,Virginia,EU,Electric Utilities,WND,Wind,12,megawatts
1877,2023,VA,Virginia,EU,Electric Utilities,WOO,Wood,153,megawatts
1878,2023,VA,Virginia,IPP,Independent Power Producers,ALL,All,7197.9,megawatts
1879,2023,VA,Virginia,IPP,Independent Power Producers,BAT,Battery,10.5,megawatts
1880,2023,VA,Virginia,IPP,Independent Power Producers,COL,Coal,43,megawatts
1881,2023,VA,Virginia,IPP,Independent Power Producers,HYC,Hydroelectric,45,megawatts
1882,2023,VA,Virginia,IPP,Independent Power Producers,NG,Natural Gas,3771.2,megawatts
1883,2023,VA,Virginia,IPP,Independent Power Producers,NGCC,Natural Gas - CC,2770.4,megawatts
1884,2023,VA,Virginia,IPP,Independent Power Producers,NGGT,Natural Gas - GT,880,megawatts
1885,2023,VA,Virginia,IPP,Independent Power Producers,NGST,Natural Gas - ST,120.8,megawatts
1886,2023,VA,Virginia,IPP,Independent Power Producers,OBM,Other Biomass,298.9,megawatts
1887,2023,VA,Virginia,IPP,Independent Power Producers,PET,Petroleum,372.4,megawatts
1888,2023,VA,Virginia,IPP,Independent Power Producers,PETGT,Petroleum - GT,343.8,megawatts
1889,2023,VA,Virginia,IPP,Independent Power Producers,PETIC,Petroleum - IC,28.6,megawatts
1890,2023,VA,Virginia,IPP,Independent Power Producers,SOL,Solar,2313.2,megawatts
1891,2023,VA,Virginia,IPP,Independent Power Producers,SOLPV,Solar - PV,2313.2,megawatts
1892,2023,VA,Virginia,IPP,Independent Power Producers,WOO,Wood,343.7,megawatts
1893,2023,VA,Virginia,TOT,All sectors,ALL,All,28218.2,megawatts
1894,2023,VA,Virginia,TOT,All sectors,BAT,Battery,70.5,megawatts
1895,2023,VA,Virginia,TOT,All sectors,COL,Coal,1530.1,megawatts
1896,2023,VA,Virginia,TOT,All sectors,HYC,Hydroelectric,866.6,megawatts
1897,2023,VA,Virginia,TOT,All sectors,NG,Natural Gas,13726.5,megawatts
1898,2023,VA,Virginia,TOT,All sectors,NGCC,Natural Gas - CC,8898.8,megawatts
1899,2023,VA,Virginia,TOT,All sectors,NGGT,Natural Gas - GT,4245.9,megawatts
1900,2023,VA,Virginia,TOT,All sectors,NGIC,Natural Gas - IC,1,megawatts
1901,2023,VA,Virginia,TOT,All sectors,NGST,Natural Gas - ST,580.8,megawatts
1902,2023,MD,Maryland,IPP,Independent Power Producers,NGCC,Natural Gas - CC,1754.5,megawatts
1903,2023,MD,Maryland,IPP,Independent Power Producers,NGGT,Natural Gas - GT,1675.6,megawatts
1904,2023,MD,Maryland,IPP,Independent Power Producers,NGIC,Natural Gas - IC,9.5,megawatts
1905,2023,MD,Maryland,IPP,Independent Power Producers,NGST,Natural Gas - ST,1199.8,megawatts
1906,2023,MD,Maryland,IPP,Independent Power Producers,NUC,Nuclear,1745.2,megawatts
1907,2023,MD,Maryland,IPP,Independent Power Producers,OBM,Other Biomass,137.3,megawatts
1908,2023,MD,Maryland,IPP,Independent Power Producers,PET,Petroleum,1582.4,megawatts
1909,2023,MD,Maryland,IPP,Independent Power Producers,PETGT,Petroleum - GT,582.1,megawatts
1910,2023,MD,Maryland,IPP,Independent Power Producers,PETIC,Petroleum - IC,19.3,megawatts
1911,2023,MD,Maryland,IPP,Independent Power Producers,PETST,Petroleum - ST,981,megawatts
1912,2023,MD,Maryland,IPP,Independent Power Producers,SOL,Solar,578.9,megawatts
1913,2023,MD,Maryland,IPP,Independent Power Producers,SOLPV,Solar - PV,578.9,megawatts
1914,2023,KS,Kansas,TOT,All sectors,SOLPV,Solar - PV,40.1,megawatts
1915,2023,KS,Kansas,TOT,All sectors,WND,Wind,9042.7,megawatts
1916,2023,KY,Kentucky,EU,Electric Utilities,ALL,All,17372.6,megawatts
1917,2023,VA,Virginia,TOT,All sectors,NUC,Nuclear,3568,megawatts
1918,2023,VA,Virginia,TOT,All sectors,OBM,Other Biomass,298.9,megawatts
1919,2023,VA,Virginia,TOT,All sectors,PET,Petroleum,737.2,megawatts
1920,2023,VA,Virginia,TOT,All sectors,PETGT,Petroleum - GT,604.2,megawatts
1921,2023,VA,Virginia,TOT,All sectors,PETIC,Petroleum - IC,133,megawatts
1922,2023,VA,Virginia,TOT,All sectors,HPS,Pumped Storage,3253.1,megawatts
1923,2023,VA,Virginia,TOT,All sectors,SOL,Solar,3658.6,megawatts
1924,2023,VA,Virginia,TOT,All sectors,SOLPV,Solar - PV,3658.6,megawatts
1925,2023,VA,Virginia,TOT,All sectors,WND,Wind,12,megawatts
1926,2023,VA,Virginia,TOT,All sectors,WOO,Wood,496.7,megawatts
1927,2023,VT,Vermont,EU,Electric Utilities,ALL,All,422.4,megawatts
1928,2023,VT,Vermont,EU,Electric Utilities,BAT,Battery,9,megawatts
1929,2023,VT,Vermont,EU,Electric Utilities,HYC,Hydroelectric,118.7,megawatts
1930,2023,VT,Vermont,EU,Electric Utilities,OBM,Other Biomass,7.5,megawatts
1931,2023,VT,Vermont,EU,Electric Utilities,PET,Petroleum,126,megawatts
1932,2023,VT,Vermont,EU,Electric Utilities,PETGT,Petroleum - GT,118.8,megawatts
1933,2023,VT,Vermont,EU,Electric Utilities,PETIC,Petroleum - IC,7.2,megawatts
1934,2023,VT,Vermont,EU,Electric Utilities,SOL,Solar,39,megawatts
1935,2023,VT,Vermont,EU,Electric Utilities,SOLPV,Solar - PV,39,megawatts
1936,2023,VT,Vermont,EU,Electric Utilities,WND,Wind,70.2,megawatts
1937,2023,VT,Vermont,EU,Electric Utilities,WOO,Wood,52,megawatts
1938,2023,VT,Vermont,IPP,Independent Power Producers,ALL,All,433.3,megawatts
1939,2023,VT,Vermont,IPP,Independent Power Producers,BAT,Battery,11.9,megawatts
1940,2023,CO,Colorado,TOT,All sectors,NGST,Natural Gas - ST,408,megawatts
1941,2023,CO,Colorado,TOT,All sectors,OT,Other,9.1,megawatts
1942,2023,CO,Colorado,TOT,All sectors,OBM,Other Biomass,16.1,megawatts
1943,2023,CO,Colorado,TOT,All sectors,OOG,Other Gas,3,megawatts
1944,2023,CO,Colorado,TOT,All sectors,PET,Petroleum,177.5,megawatts
1945,2023,CO,Colorado,TOT,All sectors,PETGT,Petroleum - GT,127,megawatts
1946,2023,CO,Colorado,TOT,All sectors,PETIC,Petroleum - IC,50.5,megawatts
1947,2023,CO,Colorado,TOT,All sectors,HPS,Pumped Storage,590.4,megawatts
1948,2023,CO,Colorado,TOT,All sectors,SOL,Solar,2173.4,megawatts
1949,2023,CO,Colorado,TOT,All sectors,SOLPV,Solar - PV,2173.4,megawatts
1950,2023,CO,Colorado,TOT,All sectors,WND,Wind,5336.7,megawatts
1951,2023,CO,Colorado,TOT,All sectors,WOO,Wood,12.6,megawatts
1952,2023,CT,Connecticut,EU,Electric Utilities,ALL,All,153.4,megawatts
1953,2023,CT,Connecticut,EU,Electric Utilities,HYC,Hydroelectric,9,megawatts
1954,2023,CT,Connecticut,EU,Electric Utilities,NG,Natural Gas,88.7,megawatts
1955,2023,CT,Connecticut,EU,Electric Utilities,NGGT,Natural Gas - GT,74.1,megawatts
1956,2023,CT,Connecticut,EU,Electric Utilities,NGOTH,Natural Gas - OTH,14.6,megawatts
1957,2023,CT,Connecticut,EU,Electric Utilities,PET,Petroleum,53.5,megawatts
1958,2023,CT,Connecticut,EU,Electric Utilities,PETIC,Petroleum - IC,53.5,megawatts
1959,2023,CT,Connecticut,EU,Electric Utilities,SOL,Solar,2.2,megawatts
1960,2023,CT,Connecticut,EU,Electric Utilities,SOLPV,Solar - PV,2.2,megawatts
1961,2023,CT,Connecticut,IPP,Independent Power Producers,ALL,All,9782.5,megawatts
1962,2023,CT,Connecticut,IPP,Independent Power Producers,BAT,Battery,1.6,megawatts
1963,2023,CT,Connecticut,IPP,Independent Power Producers,HYC,Hydroelectric,110.2,megawatts
1964,2023,CT,Connecticut,IPP,Independent Power Producers,NG,Natural Gas,4975.1,megawatts
1965,2023,CT,Connecticut,IPP,Independent Power Producers,NGCC,Natural Gas - CC,3923,megawatts
1966,2023,CT,Connecticut,IPP,Independent Power Producers,NGGT,Natural Gas - GT,509.9,megawatts
1967,2023,CT,Connecticut,IPP,Independent Power Producers,NGIC,Natural Gas - IC,15.7,megawatts
1968,2023,CT,Connecticut,IPP,Independent Power Producers,NGOTH,Natural Gas - OTH,69.4,megawatts
1969,2023,CT,Connecticut,IPP,Independent Power Producers,NGST,Natural Gas - ST,457.1,megawatts
1970,2023,CT,Connecticut,IPP,Independent Power Producers,NUC,Nuclear,2081.2,megawatts
1971,2023,CT,Connecticut,IPP,Independent Power Producers,OBM,Other Biomass,102.1,megawatts
1972,2023,CT,Connecticut,IPP,Independent Power Producers,PET,Petroleum,2155.2,megawatts
1973,2023,CT,Connecticut,IPP,Independent Power Producers,PETGT,Petroleum - GT,895.7,megawatts
1974,2023,CT,Connecticut,IPP,Independent Power Producers,PETIC,Petroleum - IC,16.9,megawatts
1975,2023,CT,Connecticut,IPP,Independent Power Producers,PETST,Petroleum - ST,1242.6,megawatts
1976,2023,CT,Connecticut,IPP,Independent Power Producers,HPS,Pumped Storage,29.4,megawatts
1977,2023,CT,Connecticut,IPP,Independent Power Producers,SOL,Solar,285.2,megawatts
1978,2023,CT,Connecticut,IPP,Independent Power Producers,SOLPV,Solar - PV,285.2,megawatts
1979,2023,CT,Connecticut,IPP,Independent Power Producers,WND,Wind,5,megawatts
1980,2023,CT,Connecticut,IPP,Independent Power Producers,WOO,Wood,37.5,megawatts
1981,2023,CT,Connecticut,TOT,All sectors,ALL,All,9935.9,megawatts
1982,2023,CT,Connecticut,TOT,All sectors,BAT,Battery,1.6,megawatts
1983,2023,CT,Connecticut,TOT,All sectors,HYC,Hydroelectric,119.2,megawatts
1984,2023,CT,Connecticut,TOT,All sectors,NG,Natural Gas,5063.8,megawatts
